array_index,case_id,study_family,group_dir,physical_case,mesh_name,Nx,Ny,velocity_m_per_s,stiffness_class,A,beta,Ta,threads,core_label,status,run_dir,launcher_wall_seconds,exit_code,summary_case_id,solver,summary_threads,summary_Nx,summary_Ny,cells,level0_Nx,level0_Ny,rmt_smoothing_sweeps,rmt_max_cycles,final_time_s,time_steps,vFuel_m_per_s,vOx_m_per_s,summary_A,summary_beta,Ta_K,HfF_J_per_kg,rho_kg_per_m3,mu_Pa_s,cp_J_per_kgK,Pr,Sc,compute_time_s,pressure_time_s,pressure_fraction_pct,output_time_s,total_wall_s,pressure_solves,total_rmt_cycles,avg_rmt_cycles_per_pressure_solve,max_rmt_cycles_per_pressure_solve,mean_pressure_convergence_factor,final_pressure_cycles,final_pressure_rhs_norm,final_pressure_initial_residual,final_pressure_abs_residual,final_pressure_rel_residual,final_pressure_convergence_factor,equivalent_fine_grid_smoothing_sweeps,equivalent_fine_grid_smoothing_sweeps_per_pressure_solve,mass_residual_max,mass_residual_l2,mass_residual_integral,Tmin_K,Tmax_K,pmin_Pa,pmax_Pa,umin_m_per_s,umax_m_per_s,vmin_m_per_s,vmax_m_per_s,YFmax,YOmax,YPmax,YN2max,diag_levelsX,diag_levelsY,diag_direct_solves,diag_direct_unknowns,diag_lu_factorizations,diag_nonmonotone_cycles,diag_last_cycle_ratio,diag_max_cycle_ratio,diag_point_updates
31,FLOW_INTENSITY__BC2_NOMINAL_v010__M4_864x288__C16,FLOW_INTENSITY,FLOW,BC2_NOMINAL_v010,M4_864x288,864,288,0.1,nominal_chemistry,10000000,5,1000,16,C16,missing,results/FLOW/BC2_NOMINAL_v010/M4_864x288/C16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,1,C1,missing,results/FLOW/BC3_HIGH_v020/M1_108x36/C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,2,C2,missing,results/FLOW/BC3_HIGH_v020/M1_108x36/C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,4,C4,missing,results/FLOW/BC3_HIGH_v020/M1_108x36/C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,FLOW_INTENSITY__BC3_HIGH_v020__M1_108x36__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M1_108x36,108,36,0.2,nominal_chemistry,10000000,5,1000,16,C16,missing,results/FLOW/BC3_HIGH_v020/M1_108x36/C16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,1,C1,missing,results/FLOW/BC3_HIGH_v020/M2_216x72/C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,2,C2,missing,results/FLOW/BC3_HIGH_v020/M2_216x72/C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,4,C4,missing,results/FLOW/BC3_HIGH_v020/M2_216x72/C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,FLOW_INTENSITY__BC3_HIGH_v020__M2_216x72__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M2_216x72,216,72,0.2,nominal_chemistry,10000000,5,1000,16,C16,missing,results/FLOW/BC3_HIGH_v020/M2_216x72/C16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,1,C1,missing,results/FLOW/BC3_HIGH_v020/M3_432x144/C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,2,C2,missing,results/FLOW/BC3_HIGH_v020/M3_432x144/C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,4,C4,missing,results/FLOW/BC3_HIGH_v020/M3_432x144/C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,FLOW_INTENSITY__BC3_HIGH_v020__M3_432x144__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M3_432x144,432,144,0.2,nominal_chemistry,10000000,5,1000,16,C16,missing,results/FLOW/BC3_HIGH_v020/M3_432x144/C16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,FLOW_INTENSITY__BC3_HIGH_v020__M4_864x288__C1,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M4_864x288,864,288,0.2,nominal_chemistry,10000000,5,1000,1,C1,missing,results/FLOW/BC3_HIGH_v020/M4_864x288/C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,FLOW_INTENSITY__BC3_HIGH_v020__M4_864x288__C2,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M4_864x288,864,288,0.2,nominal_chemistry,10000000,5,1000,2,C2,missing,results/FLOW/BC3_HIGH_v020/M4_864x288/C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,FLOW_INTENSITY__BC3_HIGH_v020__M4_864x288__C4,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M4_864x288,864,288,0.2,nominal_chemistry,10000000,5,1000,4,C4,missing,results/FLOW/BC3_HIGH_v020/M4_864x288/C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,FLOW_INTENSITY__BC3_HIGH_v020__M4_864x288__C16,FLOW_INTENSITY,FLOW,BC3_HIGH_v020,M4_864x288,864,288,0.2,nominal_chemistry,10000000,5,1000,16,C16,complete,results/FLOW/BC3_HIGH_v020/M4_864x288/C16,5004.868800256,0,FLOW_INTENSITY__BC3_HIGH_v020__M4_864x288__C16,RMT_FINALVOL2,16,864,288,248832,864,288,16,500,2,194178,0.20000000000000001,-0.20000000000000001,10000000,5,1000,3571428.571,1,2.0000000000000002e-05,1000,0.69999999999999996,1,5002.2136224740007,1125.788935707016,22.505814838635818,2.4160559140000002,5004.7029983700004,194178,95271,0.49063745635447886,6,0.25910281147113801,2,105984392.96227199,5302267.1354416162,4253.3323705430375,4.0131685917728722e-05,0.028322648238086424,7621680,39.250996508358313,0.040540191384429991,0.0010627948393695081,3.980251069124656e-08,293.00468312684404,1036.7038647254167,99999.957871710634,100000.03106776877,-0.08988317942397904,0.089883179303895389,-0.20590935800116969,0.20590931963857273,0.99999082197963807,0.20999781090093997,0.37465075553430405,0.99968918173727528,5,4,1875219093,23706473472,19683,0,0.044319053337089472,0.87487101067457762,1896517877760
48,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M1_108x36__C1,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M1_108x36,108,36,0.1,low,10000000,5,1000,1,C1,missing,results/STIFFNESS/S1_LOW_A1e7_Ta1000/M1_108x36/C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M1_108x36__C2,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M1_108x36,108,36,0.1,low,10000000,5,1000,2,C2,missing,results/STIFFNESS/S1_LOW_A1e7_Ta1000/M1_108x36/C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M1_108x36__C4,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M1_108x36,108,36,0.1,low,10000000,5,1000,4,C4,missing,results/STIFFNESS/S1_LOW_A1e7_Ta1000/M1_108x36/C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M1_108x36__C16,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M1_108x36,108,36,0.1,low,10000000,5,1000,16,C16,missing,results/STIFFNESS/S1_LOW_A1e7_Ta1000/M1_108x36/C16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M2_216x72__C1,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M2_216x72,216,72,0.1,low,10000000,5,1000,1,C1,missing,results/STIFFNESS/S1_LOW_A1e7_Ta1000/M2_216x72/C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M2_216x72__C2,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M2_216x72,216,72,0.1,low,10000000,5,1000,2,C2,missing,results/STIFFNESS/S1_LOW_A1e7_Ta1000/M2_216x72/C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M2_216x72__C4,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M2_216x72,216,72,0.1,low,10000000,5,1000,4,C4,missing,results/STIFFNESS/S1_LOW_A1e7_Ta1000/M2_216x72/C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M2_216x72__C16,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M2_216x72,216,72,0.1,low,10000000,5,1000,16,C16,missing,results/STIFFNESS/S1_LOW_A1e7_Ta1000/M2_216x72/C16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M3_432x144__C1,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M3_432x144,432,144,0.1,low,10000000,5,1000,1,C1,missing,results/STIFFNESS/S1_LOW_A1e7_Ta1000/M3_432x144/C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M3_432x144__C2,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M3_432x144,432,144,0.1,low,10000000,5,1000,2,C2,missing,results/STIFFNESS/S1_LOW_A1e7_Ta1000/M3_432x144/C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M3_432x144__C4,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M3_432x144,432,144,0.1,low,10000000,5,1000,4,C4,missing,results/STIFFNESS/S1_LOW_A1e7_Ta1000/M3_432x144/C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M3_432x144__C16,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M3_432x144,432,144,0.1,low,10000000,5,1000,16,C16,missing,results/STIFFNESS/S1_LOW_A1e7_Ta1000/M3_432x144/C16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M4_864x288__C1,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M4_864x288,864,288,0.1,low,10000000,5,1000,1,C1,missing,results/STIFFNESS/S1_LOW_A1e7_Ta1000/M4_864x288/C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M4_864x288__C2,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M4_864x288,864,288,0.1,low,10000000,5,1000,2,C2,missing,results/STIFFNESS/S1_LOW_A1e7_Ta1000/M4_864x288/C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M4_864x288__C4,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M4_864x288,864,288,0.1,low,10000000,5,1000,4,C4,missing,results/STIFFNESS/S1_LOW_A1e7_Ta1000/M4_864x288/C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,REACTION_STIFFNESS__S1_LOW_A1e7_Ta1000__M4_864x288__C16,REACTION_STIFFNESS,STIFFNESS,S1_LOW_A1e7_Ta1000,M4_864x288,864,288,0.1,low,10000000,5,1000,16,C16,missing,results/STIFFNESS/S1_LOW_A1e7_Ta1000/M4_864x288/C16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M1_108x36__C1,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M1_108x36,108,36,0.1,intermediate,100000000,5,500,1,C1,missing,results/STIFFNESS/S2_INTERMEDIATE_A1e8_Ta500/M1_108x36/C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M1_108x36__C2,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M1_108x36,108,36,0.1,intermediate,100000000,5,500,2,C2,missing,results/STIFFNESS/S2_INTERMEDIATE_A1e8_Ta500/M1_108x36/C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M1_108x36__C4,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M1_108x36,108,36,0.1,intermediate,100000000,5,500,4,C4,missing,results/STIFFNESS/S2_INTERMEDIATE_A1e8_Ta500/M1_108x36/C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M1_108x36__C16,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M1_108x36,108,36,0.1,intermediate,100000000,5,500,16,C16,missing,results/STIFFNESS/S2_INTERMEDIATE_A1e8_Ta500/M1_108x36/C16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M2_216x72__C1,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M2_216x72,216,72,0.1,intermediate,100000000,5,500,1,C1,missing,results/STIFFNESS/S2_INTERMEDIATE_A1e8_Ta500/M2_216x72/C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M2_216x72__C2,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M2_216x72,216,72,0.1,intermediate,100000000,5,500,2,C2,missing,results/STIFFNESS/S2_INTERMEDIATE_A1e8_Ta500/M2_216x72/C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M2_216x72__C4,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M2_216x72,216,72,0.1,intermediate,100000000,5,500,4,C4,missing,results/STIFFNESS/S2_INTERMEDIATE_A1e8_Ta500/M2_216x72/C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M2_216x72__C16,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M2_216x72,216,72,0.1,intermediate,100000000,5,500,16,C16,missing,results/STIFFNESS/S2_INTERMEDIATE_A1e8_Ta500/M2_216x72/C16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M3_432x144__C1,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M3_432x144,432,144,0.1,intermediate,100000000,5,500,1,C1,missing,results/STIFFNESS/S2_INTERMEDIATE_A1e8_Ta500/M3_432x144/C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M3_432x144__C2,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M3_432x144,432,144,0.1,intermediate,100000000,5,500,2,C2,missing,results/STIFFNESS/S2_INTERMEDIATE_A1e8_Ta500/M3_432x144/C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M3_432x144__C4,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M3_432x144,432,144,0.1,intermediate,100000000,5,500,4,C4,missing,results/STIFFNESS/S2_INTERMEDIATE_A1e8_Ta500/M3_432x144/C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M3_432x144__C16,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M3_432x144,432,144,0.1,intermediate,100000000,5,500,16,C16,missing,results/STIFFNESS/S2_INTERMEDIATE_A1e8_Ta500/M3_432x144/C16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M4_864x288__C1,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M4_864x288,864,288,0.1,intermediate,100000000,5,500,1,C1,missing,results/STIFFNESS/S2_INTERMEDIATE_A1e8_Ta500/M4_864x288/C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M4_864x288__C2,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M4_864x288,864,288,0.1,intermediate,100000000,5,500,2,C2,missing,results/STIFFNESS/S2_INTERMEDIATE_A1e8_Ta500/M4_864x288/C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M4_864x288__C4,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M4_864x288,864,288,0.1,intermediate,100000000,5,500,4,C4,missing,results/STIFFNESS/S2_INTERMEDIATE_A1e8_Ta500/M4_864x288/C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,REACTION_STIFFNESS__S2_INTERMEDIATE_A1e8_Ta500__M4_864x288__C16,REACTION_STIFFNESS,STIFFNESS,S2_INTERMEDIATE_A1e8_Ta500,M4_864x288,864,288,0.1,intermediate,100000000,5,500,16,C16,missing,results/STIFFNESS/S2_INTERMEDIATE_A1e8_Ta500/M4_864x288/C16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M1_108x36__C1,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M1_108x36,108,36,0.1,high,1000000000,5,100,1,C1,missing,results/STIFFNESS/S3_HIGH_A1e9_Ta100/M1_108x36/C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M1_108x36__C2,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M1_108x36,108,36,0.1,high,1000000000,5,100,2,C2,missing,results/STIFFNESS/S3_HIGH_A1e9_Ta100/M1_108x36/C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M1_108x36__C4,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M1_108x36,108,36,0.1,high,1000000000,5,100,4,C4,missing,results/STIFFNESS/S3_HIGH_A1e9_Ta100/M1_108x36/C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M1_108x36__C16,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M1_108x36,108,36,0.1,high,1000000000,5,100,16,C16,missing,results/STIFFNESS/S3_HIGH_A1e9_Ta100/M1_108x36/C16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M2_216x72__C1,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M2_216x72,216,72,0.1,high,1000000000,5,100,1,C1,missing,results/STIFFNESS/S3_HIGH_A1e9_Ta100/M2_216x72/C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M2_216x72__C2,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M2_216x72,216,72,0.1,high,1000000000,5,100,2,C2,missing,results/STIFFNESS/S3_HIGH_A1e9_Ta100/M2_216x72/C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M2_216x72__C4,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M2_216x72,216,72,0.1,high,1000000000,5,100,4,C4,missing,results/STIFFNESS/S3_HIGH_A1e9_Ta100/M2_216x72/C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M2_216x72__C16,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M2_216x72,216,72,0.1,high,1000000000,5,100,16,C16,missing,results/STIFFNESS/S3_HIGH_A1e9_Ta100/M2_216x72/C16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,REACTION_STIFFNESS__S3_HIGH_A1e9_Ta100__M3_432x144__C1,REACTION_STIFFNESS,STIFFNESS,S3_HIGH_A1e9_Ta100,M3_432x144,432,144,0.1,high,1000000000,5,100,1,C1,missing,results/STIFFNESS/S3_HIGH_A1e9_Ta100/M3_432x144/C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
